Unnamed: 0,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
334,daisy/7568630428_8cf0fc16ff_n.jpg,daisy,white,0.09,0.27,0.24
2478,tulip/17295127995_62eff434fe_n.jpg,tulip,pink,0.08,0.44,0.39
941,sunflower/22755811033_cd17b109e0.jpg,sunflower,yellow,0.09,0.37,0.39
2055,dandelion/15139657325_74031c44fc.jpg,dandelion,yellow,0.06,0.25,0.42
41,daisy/3338077096_3a8ed0e2bc_m.jpg,daisy,white,0.08,0.34,0.46
2518,tulip/7177682195_c29265748d_n.jpg,tulip,pink,0.08,0.11,0.15
1024,rose/16334786972_1b3e71cab8_m.jpg,rose,red,0.06,0.26,0.24
2108,dandelion/17649230811_9bdbbacb8c.jpg,dandelion,yellow,0.07,0.49,0.47
482,daisy/5109508979_68e3530791_m.jpg,daisy,white,0.07,0.43,0.34
2206,tulip/14087361621_9fefb8dbef.jpg,tulip,pink,0.1,0.44,0.24
1813,dandelion/9759608055_9ab623d193.jpg,dandelion,yellow,0.08,0.15,0.13
2421,tulip/14054827092_f359f5fcbd_m.jpg,tulip,pink,0.07,0.3,0.2
2071,dandelion/4164845062_1fd9b3f3b4.jpg,dandelion,yellow,0.06,0.18,0.42
2278,tulip/7144016605_e159b6c06b_m.jpg,tulip,pink,0.07,0.19,0.34
271,daisy/7133935763_82b17c8e1b_n.jpg,daisy,white,0.08,0.41,0.2
1199,rose/3630246240_4fee9a33db.jpg,rose,red,0.05,0.42,0.19
1312,rose/8523394349_61b31fdd8f_m.jpg,rose,red,0.09,0.44,0.19
394,daisy/2573240560_ff7ffdd449.jpg,daisy,white,0.08,0.31,0.14
154,daisy/4318007511_e9f4311936_n.jpg,daisy,white,0.07,0.28,0.32
1630,dandelion/4654848357_9549351e0b_n.jpg,dandelion,yellow,0.08,0.37,0.14
2259,tulip/8723767533_9145dec4bd_n.jpg,tulip,pink,0.1,0.27,0.41
287,daisy/14219214466_3ca6104eae_m.jpg,daisy,white,0.07,0.31,0.36
2424,tulip/10164073235_f29931d91e.jpg,tulip,pink,0.05,0.19,0.46
2405,tulip/16951623209_00fb7ec1b1_n.jpg,tulip,pink,0.08,0.17,0.31
410,daisy/2612704455_efce1c2144_m.jpg,daisy,white,0.09,0.43,0.48
1773,dandelion/14396023703_11c5dd35a9.jpg,dandelion,yellow,0.08,0.5,0.21
1241,rose/5332550500_ab341aefd8.jpg,rose,red,0.08,0.32,0.32
2366,tulip/8554190977_37ac747799_m.jpg,tulip,pink,0.08,0.41,0.33
1616,dandelion/8740218495_23858355d8_n.jpg,dandelion,yellow,0.06,0.46,0.24
105,daisy/3780380240_ef9ec1b737_m.jpg,daisy,white,0.06,0.19,0.44
730,sunflower/7581713708_8eae6794f2.jpg,sunflower,yellow,0.09,0.2,0.42
1621,dandelion/3696596109_4c4419128a_m.jpg,dandelion,yellow,0.06,0.19,0.26
2721,tulip/8673416556_639f5c88f1_n.jpg,tulip,pink,0.09,0.49,0.34
1576,dandelion/22274701614_901606ee34_n.jpg,dandelion,yellow,0.08,0.17,0.4
530,sunflower/14969295739_c132a08663_n.jpg,sunflower,yellow,0.09,0.32,0.19
886,sunflower/14881304632_54a9dfb8be.jpg,sunflower,yellow,0.07,0.24,0.29
889,sunflower/18237156988_9ceb46a8de_n.jpg,sunflower,yellow,0.05,0.44,0.39
2027,dandelion/15821571649_06c4b9a868_n.jpg,dandelion,yellow,0.07,0.37,0.18
2028,dandelion/10294487385_92a0676c7d_m.jpg,dandelion,yellow,0.07,0.5,0.38
315,daisy/3764116502_f394428ee0_n.jpg,daisy,white,0.09,0.45,0.21
793,sunflower/15042911059_b6153d94e7_n.jpg,sunflower,yellow,0.09,0.38,0.33
794,sunflower/23894449029_bf0f34d35d_n.jpg,sunflower,yellow,0.07,0.26,0.4
291,daisy/4727955343_0bb23ac4ae.jpg,daisy,white,0.09,0.42,0.36
1134,rose/3742168238_d961937e68_n.jpg,rose,red,0.09,0.32,0.31
1185,rose/3663244576_97f595cf4a.jpg,rose,red,0.08,0.27,0.23
538,sunflower/8021568040_f891223c44_n.jpg,sunflower,yellow,0.05,0.35,0.26
692,sunflower/4933824012_8cbfe606f6.jpg,sunflower,yellow,0.05,0.16,0.2
857,sunflower/9497774249_7f5ae70927_m.jpg,sunflower,yellow,0.07,0.33,0.41
2533,tulip/14090546015_504c8becd1.jpg,tulip,pink,0.1,0.21,0.25
1568,dandelion/4589787911_851cb80157_n.jpg,dandelion,yellow,0.09,0.22,0.33
723,sunflower/15839183375_49bf4f75e8_m.jpg,sunflower,yellow,0.07,0.41,0.41
1572,dandelion/4676527148_d701b9202f_n.jpg,dandelion,yellow,0.08,0.42,0.13
2642,tulip/14262354955_cc2ab3b112_m.jpg,tulip,pink,0.1,0.35,0.16
916,sunflower/15054864058_2edca122a9_n.jpg,sunflower,yellow,0.08,0.27,0.42
852,sunflower/8249000137_eddfffa380_n.jpg,sunflower,yellow,0.1,0.2,0.45
1583,dandelion/4560613196_91a04f8dcf_m.jpg,dandelion,yellow,0.09,0.3,0.22
1339,rose/8181940917_1ac63937d5_n.jpg,rose,red,0.07,0.37,0.11
1904,dandelion/4633514720_22e82c5f7c_m.jpg,dandelion,yellow,0.06,0.28,0.49
1978,dandelion/8719388716_1a392c4c0e_n.jpg,dandelion,yellow,0.06,0.17,0.27
24,daisy/14471433500_cdaa22e3ea_m.jpg,daisy,white,0.05,0.16,0.43
127,daisy/9345273630_af3550031d.jpg,daisy,white,0.09,0.21,0.39
392,daisy/10437754174_22ec990b77_m.jpg,daisy,white,0.07,0.1,0.25
2665,tulip/5644061265_e02135f028_n.jpg,tulip,pink,0.07,0.47,0.42
2683,tulip/8713407768_f880df361f.jpg,tulip,pink,0.1,0.29,0.49
210,daisy/7702332000_3f21ef4571_n.jpg,daisy,white,0.08,0.25,0.47
1317,rose/16152205512_9d6cb80fb6.jpg,rose,red,0.05,0.17,0.34
2123,dandelion/17020815734_81e8db8008_m.jpg,dandelion,yellow,0.09,0.1,0.37
2290,tulip/13539384593_23449f7332_n.jpg,tulip,pink,0.07,0.17,0.38
1192,rose/4363734507_5cc4ed6e01.jpg,rose,red,0.07,0.17,0.11
2152,tulip/13555215723_cf2c11626b_b.jpg,tulip,pink,0.08,0.16,0.2
2586,tulip/8757486380_90952c5377.jpg,tulip,pink,0.08,0.18,0.12
388,daisy/14264136211_9531fbc144.jpg,daisy,white,0.09,0.29,0.28
1608,dandelion/6900157914_c3387c11d8.jpg,dandelion,yellow,0.07,0.26,0.31
668,sunflower/8563099326_8be9177101.jpg,sunflower,yellow,0.08,0.37,0.36
1866,dandelion/4573204407_babff0dce4_n.jpg,dandelion,yellow,0.06,0.19,0.38
1253,rose/15174615529_144ae28bdb_n.jpg,rose,red,0.08,0.2,0.35
2176,tulip/8712268519_f4c2c39a06_n.jpg,tulip,pink,0.07,0.2,0.35
1479,rose/4797595918_79887b1229_n.jpg,rose,red,0.08,0.49,0.28
1219,rose/5061135742_2870a7b691_n.jpg,rose,red,0.08,0.18,0.19
2650,tulip/5697471591_200ff951fa_n.jpg,tulip,pink,0.1,0.13,0.3
2544,tulip/5637140035_e6c5514f54.jpg,tulip,pink,0.07,0.24,0.33
1907,dandelion/18803577858_fd0036e1f5_m.jpg,dandelion,yellow,0.07,0.13,0.14
2229,tulip/14087892193_653a3ac7ca_n.jpg,tulip,pink,0.06,0.15,0.47
1557,dandelion/8956863946_f96be02aae_n.jpg,dandelion,yellow,0.09,0.33,0.47
332,daisy/9310226774_d1b8f5d9c9.jpg,daisy,white,0.09,0.12,0.45
2265,tulip/8713389178_66bceb71a8_n.jpg,tulip,pink,0.09,0.31,0.14
246,daisy/14816364517_2423021484_m.jpg,daisy,white,0.07,0.22,0.13
150,daisy/4837182901_69a6cc782b_n.jpg,daisy,white,0.09,0.36,0.34
846,sunflower/16967372357_15b1b9a812_n.jpg,sunflower,yellow,0.09,0.37,0.44
377,daisy/18711159980_11d3bd5042.jpg,daisy,white,0.07,0.37,0.32
1150,rose/9406573080_60eab9278e_n.jpg,rose,red,0.07,0.41,0.4
1450,rose/8060338380_eb6c806624_n.jpg,rose,red,0.06,0.12,0.48
1716,dandelion/7218569994_de7045c0c0.jpg,dandelion,yellow,0.1,0.13,0.3
2420,tulip/10995953955_089572caf0.jpg,tulip,pink,0.06,0.49,0.17
1324,rose/6687138903_ff6ae12758_n.jpg,rose,red,0.09,0.21,0.42
1717,dandelion/8981659922_7b1be892e7_m.jpg,dandelion,yellow,0.06,0.39,0.21
627,sunflower/14858674096_ed0fc1a130.jpg,sunflower,yellow,0.05,0.14,0.47
2673,tulip/13976206001_fd1c2cbd60.jpg,tulip,pink,0.06,0.47,0.36
2014,dandelion/5643666851_dc3f42399d_m.jpg,dandelion,yellow,0.1,0.4,0.2
1930,dandelion/16699732794_5bfd639cf8_n.jpg,dandelion,yellow,0.09,0.38,0.49
320,daisy/3975010332_3209f9f447_m.jpg,daisy,white,0.06,0.12,0.34
1880,dandelion/14126515096_1134fae695.jpg,dandelion,yellow,0.1,0.38,0.37
2640,tulip/5470898169_52a5ab876c_n.jpg,tulip,pink,0.1,0.12,0.14
2504,tulip/9870557734_88eb3b9e3b_n.jpg,tulip,pink,0.06,0.2,0.27
303,daisy/21805938544_bf6bb0e4bc.jpg,daisy,white,0.08,0.4,0.34
1797,dandelion/7368449232_c99f49b2e6_n.jpg,dandelion,yellow,0.06,0.44,0.49
2564,tulip/13513851673_9d813dc7b0.jpg,tulip,pink,0.07,0.46,0.45
1468,rose/3208417632_19138d8e35_n.jpg,rose,red,0.06,0.47,0.14
159,daisy/9922116524_ab4a2533fe_n.jpg,daisy,white,0.06,0.19,0.21
2013,dandelion/4714026966_93846ddb74_m.jpg,dandelion,yellow,0.08,0.34,0.18
170,daisy/12701063955_4840594ea6_n.jpg,daisy,white,0.05,0.47,0.25
1493,dandelion/19617643201_9922eec796.jpg,dandelion,yellow,0.09,0.26,0.29
120,daisy/4131565290_0585c4dd5a_n.jpg,daisy,white,0.05,0.11,0.18
1737,dandelion/5642429835_a0cbf1bab7_n.jpg,dandelion,yellow,0.07,0.28,0.32
2022,dandelion/8757650550_113d7af3bd.jpg,dandelion,yellow,0.07,0.14,0.19
2584,tulip/8572847041_d0cc07861f_n.jpg,tulip,pink,0.07,0.46,0.26
2446,tulip/5674695558_61397a1584.jpg,tulip,pink,0.05,0.36,0.38
193,daisy/14332947164_9b13513c71_m.jpg,daisy,white,0.1,0.1,0.43
1991,dandelion/4258272381_65bd4b8191_m.jpg,dandelion,yellow,0.06,0.25,0.22
1172,rose/15802657001_40fe77c030_m.jpg,rose,red,0.08,0.27,0.43
2413,tulip/13471563274_471fc1db33_m.jpg,tulip,pink,0.05,0.47,0.42
1683,dandelion/13916196427_50a611008f.jpg,dandelion,yellow,0.08,0.37,0.24
1767,dandelion/5776879272_95008399c3.jpg,dandelion,yellow,0.07,0.42,0.19
2412,tulip/4550278535_dfdf7b74ef.jpg,tulip,pink,0.07,0.17,0.17
2115,dandelion/4275776457_d04b597cfa_n.jpg,dandelion,yellow,0.05,0.49,0.29
2485,tulip/8454719295_4276c0e9c5_n.jpg,tulip,pink,0.06,0.47,0.28
795,sunflower/9309473873_9d62b9082e.jpg,sunflower,yellow,0.06,0.32,0.2
1526,dandelion/8980266062_8387f6cc89.jpg,dandelion,yellow,0.1,0.44,0.27
979,sunflower/8081530919_c882d46bb0_n.jpg,sunflower,yellow,0.08,0.38,0.33
1741,dandelion/17344936845_fec4d626b7.jpg,dandelion,yellow,0.1,0.13,0.44
2385,tulip/8681825637_837a63513a_n.jpg,tulip,pink,0.07,0.46,0.21
44,daisy/5512287917_9f5d3f0f98_n.jpg,daisy,white,0.09,0.49,0.31
90,daisy/16291797949_a1b1b7c2bd_n.jpg,daisy,white,0.07,0.29,0.39
2737,tulip/14861513337_4ef0bfa40d.jpg,tulip,pink,0.1,0.49,0.28
1151,rose/16961613890_695b36aab2_m.jpg,rose,red,0.06,0.47,0.38
2275,tulip/12934201824_1c8b5171fb_m.jpg,tulip,pink,0.09,0.46,0.45
1821,dandelion/14845607659_1be18c5d7f.jpg,dandelion,yellow,0.05,0.3,0.17
954,sunflower/15072973261_73e2912ef2_n.jpg,sunflower,yellow,0.1,0.39,0.49
2018,dandelion/13471273823_4800ca8eec.jpg,dandelion,yellow,0.07,0.35,0.29
338,daisy/18023717391_e2c9089e10.jpg,daisy,white,0.08,0.27,0.18
2042,dandelion/8681388520_c697dee897_n.jpg,dandelion,yellow,0.08,0.19,0.25
428,daisy/9299302012_958c70564c_n.jpg,daisy,white,0.08,0.38,0.38
1783,dandelion/17346385582_7ba433dbbe.jpg,dandelion,yellow,0.09,0.22,0.32
909,sunflower/8481979626_98c9f88848_n.jpg,sunflower,yellow,0.1,0.28,0.28
2006,dandelion/5681951567_d3b03bfd2a_m.jpg,dandelion,yellow,0.08,0.44,0.42
1744,dandelion/4258272073_f616d1e575_m.jpg,dandelion,yellow,0.09,0.41,0.35
2552,tulip/8668974855_8389ecbdca_m.jpg,tulip,pink,0.08,0.31,0.13
2445,tulip/13197345653_0f685b3c97_n.jpg,tulip,pink,0.08,0.36,0.31
1160,rose/8209458141_38f38be65c_m.jpg,rose,red,0.09,0.32,0.31
651,sunflower/4890268276_563f40a193.jpg,sunflower,yellow,0.07,0.3,0.27
813,sunflower/8038712786_5bdeed3c7f_m.jpg,sunflower,yellow,0.09,0.11,0.15
2426,tulip/13530786873_0d34880300_n.jpg,tulip,pink,0.1,0.22,0.14
1591,dandelion/8717157979_05cbc10cc1.jpg,dandelion,yellow,0.1,0.14,0.31
2519,tulip/5691100579_4a2767360a.jpg,tulip,pink,0.06,0.19,0.13
1115,rose/20409866779_ac473f55e0_m.jpg,rose,red,0.05,0.13,0.14
724,sunflower/9375675309_987d32f99e_n.jpg,sunflower,yellow,0.06,0.22,0.19
631,sunflower/22203670478_9ec5c2700b_n.jpg,sunflower,yellow,0.08,0.29,0.13
199,daisy/8887005939_b19e8305ee.jpg,daisy,white,0.08,0.25,0.29
1878,dandelion/11296320473_1d9261ddcb.jpg,dandelion,yellow,0.08,0.29,0.26
1329,rose/6690926183_afedba9f15_n.jpg,rose,red,0.08,0.24,0.37
376,daisy/7227973870_806d9d3e42_n.jpg,daisy,white,0.06,0.25,0.27
578,sunflower/7857605684_fc86440c23.jpg,sunflower,yellow,0.1,0.48,0.18
273,daisy/19544831049_0d738d4872_m.jpg,daisy,white,0.05,0.42,0.23
1373,rose/6016195304_75306bb79a.jpg,rose,red,0.06,0.43,0.36
1145,rose/4609166128_b7ed49b40b_m.jpg,rose,red,0.05,0.34,0.15
1139,rose/8853083579_dd1dfa3188.jpg,rose,red,0.1,0.3,0.31
901,sunflower/5970300143_36b42437de_n.jpg,sunflower,yellow,0.06,0.22,0.49
1077,rose/20622485918_90fc000c86_n.jpg,rose,red,0.09,0.45,0.36
2707,tulip/12024561754_ce9667e4dc_n.jpg,tulip,pink,0.06,0.24,0.46
1486,rose/8241471746_5d81fdd3c0_n.jpg,rose,red,0.1,0.25,0.22
515,sunflower/9484354480_07ff2ef0a6.jpg,sunflower,yellow,0.06,0.42,0.31
386,daisy/8021540573_c56cf9070d_n.jpg,daisy,white,0.07,0.31,0.11
2483,tulip/12764617214_12211c6a0c_m.jpg,tulip,pink,0.1,0.47,0.38
1781,dandelion/5875763050_82f32f2eed_m.jpg,dandelion,yellow,0.07,0.39,0.18
924,sunflower/20344366953_44fb51051b.jpg,sunflower,yellow,0.09,0.36,0.23
1157,rose/4713531680_1110a2fa07_n.jpg,rose,red,0.07,0.35,0.34
2545,tulip/14674067742_73c2602aa6_m.jpg,tulip,pink,0.1,0.31,0.34
1156,rose/4675532860_890504a4a3_m.jpg,rose,red,0.08,0.46,0.13
1400,rose/4256169180_55df2048a0.jpg,rose,red,0.07,0.42,0.19
1594,dandelion/5416388641_c66d52d2ff_m.jpg,dandelion,yellow,0.1,0.37,0.49
1087,rose/16316557109_7fc55c1cbc_m.jpg,rose,red,0.08,0.48,0.15
2151,tulip/9947374414_fdf1d0861c_n.jpg,tulip,pink,0.08,0.1,0.5
2563,tulip/4290566894_c7f061583d_m.jpg,tulip,pink,0.09,0.5,0.22
896,sunflower/19915160340_ec904edbdf_n.jpg,sunflower,yellow,0.08,0.22,0.47
2141,tulip/5810456385_b44358a0ae.jpg,tulip,pink,0.08,0.17,0.49
382,daisy/8709535323_a6bea3e43f.jpg,daisy,white,0.09,0.21,0.17
2694,tulip/16485607329_e66d5960bc_m.jpg,tulip,pink,0.1,0.47,0.14
1603,dandelion/5623492051_8e5ce438bd.jpg,dandelion,yellow,0.09,0.36,0.3
1559,dandelion/6146107825_45f708ecd7_n.jpg,dandelion,yellow,0.08,0.24,0.41
2116,dandelion/19426575569_4b53c0b726.jpg,dandelion,yellow,0.07,0.13,0.38
1002,rose/4553266758_09d4dbdac9_n.jpg,rose,red,0.06,0.1,0.16
876,sunflower/10386503264_e05387e1f7_m.jpg,sunflower,yellow,0.1,0.19,0.38
504,sunflower/14925397351_c7f209d804_n.jpg,sunflower,yellow,0.09,0.12,0.2
1527,dandelion/7222962522_36952a67b6_n.jpg,dandelion,yellow,0.06,0.47,0.48
171,daisy/2632216904_274aa17433.jpg,daisy,white,0.05,0.13,0.41
1083,rose/3742155164_14b557a51c_n.jpg,rose,red,0.1,0.4,0.44
452,daisy/19865728236_a62f8f445b_n.jpg,daisy,white,0.09,0.36,0.32
2404,tulip/13531001134_72052100e1_m.jpg,tulip,pink,0.06,0.35,0.18
1973,dandelion/11595255065_d9550012fc.jpg,dandelion,yellow,0.07,0.15,0.1
2556,tulip/8712260079_c0ff42e0e2_n.jpg,tulip,pink,0.1,0.43,0.28
1480,rose/15761264350_4caaf080f6_m.jpg,rose,red,0.08,0.48,0.19
1544,dandelion/3954167682_128398bf79_m.jpg,dandelion,yellow,0.06,0.24,0.48
2713,tulip/6808860548_53796b90ca_n.jpg,tulip,pink,0.09,0.23,0.19
1876,dandelion/3998927705_af499a4f29.jpg,dandelion,yellow,0.06,0.11,0.22
1206,rose/5234278003_d827fcd73b_m.jpg,rose,red,0.06,0.23,0.49
179,daisy/3285641623_da0e47f49a.jpg,daisy,white,0.06,0.4,0.25
1356,rose/6864417932_36fa4ceecf_n.jpg,rose,red,0.06,0.33,0.24
673,sunflower/4933230991_d50c0f7c66.jpg,sunflower,yellow,0.1,0.14,0.45
550,sunflower/12471443383_b71e7a7480_m.jpg,sunflower,yellow,0.06,0.17,0.5
9,daisy/8964198962_6d8593b533.jpg,daisy,white,0.06,0.35,0.31
1834,dandelion/8727612532_6f3d0904aa_n.jpg,dandelion,yellow,0.08,0.31,0.24
2281,tulip/7068715863_a534ac7884_n.jpg,tulip,pink,0.08,0.37,0.38
2407,tulip/7166564830_8b34a3fd35_n.jpg,tulip,pink,0.08,0.45,0.35
165,daisy/5973491805_556bba93cc.jpg,daisy,white,0.08,0.34,0.33
2699,tulip/13289268363_b9337d751e.jpg,tulip,pink,0.09,0.38,0.17
948,sunflower/8014734302_65c6e83bb4_m.jpg,sunflower,yellow,0.08,0.41,0.27
1239,rose/17040847367_b54d05bf52.jpg,rose,red,0.06,0.43,0.3
1553,dandelion/5675705011_82729927ca_n.jpg,dandelion,yellow,0.08,0.24,0.47
1977,dandelion/17244252705_328e0bcda6.jpg,dandelion,yellow,0.1,0.5,0.36
29,daisy/10140303196_b88d3d6cec.jpg,daisy,white,0.08,0.26,0.2
2001,dandelion/4558536575_d43a611bd4_n.jpg,dandelion,yellow,0.09,0.48,0.46
1926,dandelion/10779476016_9130714dc0.jpg,dandelion,yellow,0.07,0.26,0.23
796,sunflower/4933822422_4f54fc7cc8.jpg,sunflower,yellow,0.1,0.11,0.29
1865,dandelion/9200211647_be34ce978b.jpg,dandelion,yellow,0.06,0.23,0.31
727,sunflower/8174935717_d19367d502.jpg,sunflower,yellow,0.06,0.25,0.25
726,sunflower/9213511121_836a458021_m.jpg,sunflower,yellow,0.1,0.18,0.24
2578,tulip/13910126337_53faf1d214_n.jpg,tulip,pink,0.08,0.49,0.4
432,daisy/8694909523_3ca25d449d_n.jpg,daisy,white,0.06,0.18,0.46
2435,tulip/5665080897_0796f726c9_m.jpg,tulip,pink,0.06,0.32,0.4
1050,rose/6783408274_974796e92f.jpg,rose,red,0.06,0.38,0.4
2546,tulip/8713396140_5af8136136.jpg,tulip,pink,0.08,0.49,0.31
705,sunflower/20658775992_1619cd0a9b_n.jpg,sunflower,yellow,0.06,0.36,0.22
602,sunflower/14741813110_94964c39e2_n.jpg,sunflower,yellow,0.06,0.31,0.37
772,sunflower/14244410747_22691ece4a_n.jpg,sunflower,yellow,0.1,0.32,0.32
184,daisy/4117918318_3c8935289b_m.jpg,daisy,white,0.06,0.15,0.28
1528,dandelion/8935456132_8dc4d3b679_n.jpg,dandelion,yellow,0.07,0.4,0.14
2554,tulip/13910737760_c71c8b6ff2.jpg,tulip,pink,0.1,0.44,0.31
506,sunflower/4746668678_0e2693b1b9_n.jpg,sunflower,yellow,0.07,0.49,0.15
412,daisy/4851353993_2cbbbd1040_n.jpg,daisy,white,0.07,0.42,0.44
1862,dandelion/16691236594_4287cea9d6_n.jpg,dandelion,yellow,0.05,0.36,0.15
1214,rose/15820572326_be2ea4a55c_n.jpg,rose,red,0.05,0.36,0.16
1985,dandelion/17243540220_65b98eb926_n.jpg,dandelion,yellow,0.08,0.37,0.12
2249,tulip/8713387500_6a9138b41b_n.jpg,tulip,pink,0.07,0.45,0.36
1040,rose/4921988677_e2eb0c9a24_m.jpg,rose,red,0.09,0.42,0.27
1016,rose/6309548569_932fee8313_m.jpg,rose,red,0.08,0.19,0.36
1961,dandelion/18111636378_856027a7b8_n.jpg,dandelion,yellow,0.06,0.41,0.11
1578,dandelion/4638438929_2ec76083c8_m.jpg,dandelion,yellow,0.05,0.13,0.38
2359,tulip/8712243901_54d686319e_m.jpg,tulip,pink,0.06,0.19,0.17
2007,dandelion/4528742654_99d233223b_m.jpg,dandelion,yellow,0.08,0.37,0.45
2342,tulip/8838983024_5c1a767878_n.jpg,tulip,pink,0.07,0.37,0.12
1956,dandelion/19067907051_16d530c7d2.jpg,dandelion,yellow,0.06,0.11,0.39
2237,tulip/7003964080_4566470798_n.jpg,tulip,pink,0.07,0.48,0.21
833,sunflower/6061175433_95fdb12f32_n.jpg,sunflower,yellow,0.07,0.43,0.22
928,sunflower/14698136411_23bdcff7bf_n.jpg,sunflower,yellow,0.08,0.5,0.42
662,sunflower/22419079265_8902cddb7d_n.jpg,sunflower,yellow,0.1,0.34,0.13
2601,tulip/4644110077_ff252cd7c4.jpg,tulip,pink,0.09,0.12,0.23
1137,rose/6936225976_a91b60d8c2_m.jpg,rose,red,0.09,0.47,0.24
1990,dandelion/8739657154_6db14796c9.jpg,dandelion,yellow,0.05,0.2,0.33
61,daisy/5110109540_beed4ed162_m.jpg,daisy,white,0.09,0.19,0.44
1402,rose/3450344423_63ba3190e3.jpg,rose,red,0.1,0.35,0.28
982,sunflower/15054864508_0334b892be_m.jpg,sunflower,yellow,0.09,0.16,0.39
2338,tulip/14009216519_b608321cf2_n.jpg,tulip,pink,0.08,0.12,0.33
2627,tulip/16862349256_0a1f91ab53.jpg,tulip,pink,0.09,0.2,0.35
717,sunflower/5015462205_440898fe41_n.jpg,sunflower,yellow,0.08,0.16,0.14
1385,rose/15255964274_cf2ecdf702.jpg,rose,red,0.09,0.49,0.32
1554,dandelion/21657726011_2c94e341bc_n.jpg,dandelion,yellow,0.06,0.47,0.4
2181,tulip/14074147406_7ab87aec79_n.jpg,tulip,pink,0.08,0.12,0.17
39,daisy/2514748602_343d4727c0_n.jpg,daisy,white,0.05,0.48,0.18
1176,rose/14145188939_b4de638bd3_n.jpg,rose,red,0.06,0.29,0.13
1561,dandelion/6918170172_3215766bf4_m.jpg,dandelion,yellow,0.1,0.43,0.36
442,daisy/2538504987_fe524b92a8_n.jpg,daisy,white,0.08,0.48,0.48
1075,rose/22506717337_0fd63e53e9.jpg,rose,red,0.09,0.33,0.12
555,sunflower/5139977579_ea2dd6a322_m.jpg,sunflower,yellow,0.09,0.49,0.1
411,daisy/4694734757_5c563d38dd_n.jpg,daisy,white,0.05,0.3,0.26
1840,dandelion/4572738670_4787a11058_n.jpg,dandelion,yellow,0.07,0.45,0.38
365,daisy/10391248763_1d16681106_n.jpg,daisy,white,0.05,0.12,0.18
1948,dandelion/5003160931_cf8cbb846f.jpg,dandelion,yellow,0.09,0.29,0.19
1790,dandelion/13386618495_3df1f1330d.jpg,dandelion,yellow,0.05,0.33,0.19
187,daisy/3336704121_cfeb67a7d7.jpg,daisy,white,0.06,0.19,0.38
1047,rose/14172324538_2147808483_n.jpg,rose,red,0.08,0.38,0.5
908,sunflower/7820523050_76c8caa025.jpg,sunflower,yellow,0.07,0.5,0.39
1687,dandelion/4716316039_044e4d2d1a.jpg,dandelion,yellow,0.1,0.12,0.1
2387,tulip/5891485349_cce7b99549.jpg,tulip,pink,0.06,0.13,0.46
1830,dandelion/19526570282_1d1e71b0f3_m.jpg,dandelion,yellow,0.08,0.17,0.17
2185,tulip/7055500907_dcf2bb50e0.jpg,tulip,pink,0.08,0.16,0.29
2611,tulip/8708856019_f3be2353a4_n.jpg,tulip,pink,0.08,0.12,0.34
52,daisy/14350958832_29bdd3a254.jpg,daisy,white,0.08,0.34,0.18
541,sunflower/4933229561_881d4673e7_m.jpg,sunflower,yellow,0.08,0.1,0.47
2088,dandelion/14313509432_6f2343d6c8_m.jpg,dandelion,yellow,0.06,0.33,0.2
804,sunflower/16975010069_7afd290657_m.jpg,sunflower,yellow,0.08,0.23,0.31
2648,tulip/9446982168_06c4d71da3_n.jpg,tulip,pink,0.09,0.32,0.49
2674,tulip/14027372499_30f934d24f_m.jpg,tulip,pink,0.1,0.2,0.46
810,sunflower/4932144003_cbffc89bf0.jpg,sunflower,yellow,0.07,0.3,0.49
152,daisy/3711723108_65247a3170.jpg,daisy,white,0.1,0.14,0.14
46,daisy/4598422221_b37313a3e3_n.jpg,daisy,white,0.06,0.36,0.38
1542,dandelion/14614655810_9910e6dbd6_n.jpg,dandelion,yellow,0.09,0.48,0.25
1196,rose/5212877807_a3ddf06a7c_n.jpg,rose,red,0.1,0.38,0.22
2226,tulip/4546299243_23cd58eb43.jpg,tulip,pink,0.07,0.19,0.37
695,sunflower/6116210027_61923f4b64.jpg,sunflower,yellow,0.08,0.4,0.25
684,sunflower/22405887122_75eda1872f_m.jpg,sunflower,yellow,0.05,0.38,0.3
204,daisy/3598615130_578ed30e5f.jpg,daisy,white,0.08,0.21,0.21
1646,dandelion/17903104293_9138439e76.jpg,dandelion,yellow,0.07,0.28,0.24
1586,dandelion/4669006062_6b3d260037_n.jpg,dandelion,yellow,0.1,0.49,0.23
1130,rose/8644003462_2272de26eb.jpg,rose,red,0.06,0.24,0.19
162,daisy/8882282142_9be2524d38_m.jpg,daisy,white,0.09,0.31,0.43
1231,rose/13929462317_96342a9a44.jpg,rose,red,0.09,0.13,0.22
2626,tulip/17078716890_68e0723389_n.jpg,tulip,pink,0.1,0.13,0.31
638,sunflower/8174970894_7f9a26be7e.jpg,sunflower,yellow,0.09,0.45,0.49
1746,dandelion/6897671808_57230e04c5_n.jpg,dandelion,yellow,0.1,0.45,0.43
1275,rose/15498482197_8878cdfb07_n.jpg,rose,red,0.09,0.41,0.2
1353,rose/15681454551_b6f73ce443_n.jpg,rose,red,0.09,0.36,0.31
1053,rose/4093390305_4010c736c9.jpg,rose,red,0.05,0.33,0.31
1010,rose/15602874619_03fd934bed.jpg,rose,red,0.08,0.37,0.49
1633,dandelion/4573204385_9b71e96b35_m.jpg,dandelion,yellow,0.1,0.46,0.49
